query,title,channel,channel_url,views,duration,url,brand_in_title
라운드랩 선크림,라운드랩 자작나무 선크림 리뷰! (올리브영 세일기간에 수분많은 선크림을 찾는다면?),린하 rinhA,https://www.youtube.com/channel/UCpaDpE5w3sHlDS-Pzd2sOMw,23481,891,https://www.youtube.com/watch?v=FPgq2UnMDeI,True
라운드랩 선크림,NO ADS❌Don't ever use this..! 👎🏻 | 2026 Men's Sunscreen Recommendations!,맨즈뷰티 훈Hoon,https://www.youtube.com/channel/UCjgZxM7HzZAac1otBC_sW2Q,34858,763,https://www.youtube.com/watch?v=NaaDRvNmkus,False
라운드랩 선크림,Real vs. Fake Sunscreen: Spot the Difference? Tested for Ingredients & UV Protection,화장품은 과학이다 by 안언니 Ahnunnie,https://www.youtube.com/channel/UCCuXPHou1JQfRKM40q5tG8w,12411,302,https://www.youtube.com/watch?v=RPivkYiI6e0,False
라운드랩 선크림,광고❌ 1세대 스킨케어 브랜드! 이제는 별로이지 않나.. | ep.3 라운드랩 총정리,맨즈뷰티 훈Hoon,https://www.youtube.com/channel/UCjgZxM7HzZAac1otBC_sW2Q,35516,714,https://www.youtube.com/watch?v=lYVDGNV01yI,True
라운드랩 선크림,선크림 100개 넘게 써보고 만든 선크림 티어리스트,스완SWAN_현실남자관리,https://www.youtube.com/channel/UChaTUCM7bPBTJaIZQ83PNwQ,355079,1054,https://www.youtube.com/watch?v=0B18b5qx1ac,False
라운드랩 선크림,Advertisement❌ Please... Please take a look at this before buying sunscreen;;😲 Honest review of t...,뷰드름 유튜버 인씨,https://www.youtube.com/channel/UCrlUlicedicJ5mlibqC62Eg,209677,1000,https://www.youtube.com/watch?v=t6E6fgXSjhM,False
라운드랩 선크림,[자막뉴스] 자세히 보니 '말장난'...소비자 뒤통수 친 자외선 차단제 / YTN, YTN,https://www.youtube.com/channel/UChlgI3UHCOnwUGzWzbJ3H5w,392041,134,https://www.youtube.com/watch?v=ivoGTEL1jNI,False
라운드랩 선크림,[18] 자외선 차단제 11종 비교 분석! 1등 선크림은? 나에게 꼭 맞는 선크림 찾는 방법과 성분 제형 사용감 좋은 선크림 추천,제이나 [Jaina],https://www.youtube.com/channel/UCYsv-IHC-B-DiVMmJuqibcg,416040,1210,https://www.youtube.com/watch?v=8GulhBnjcME,False
라운드랩 선크림,독도 로션? 이건 절대 사지 마세요… | 라운드랩 독도 라인 진짜 좋을까? (비트체크 Ep.2),비트 BTE,https://www.youtube.com/channel/UCvGvf3Lk0Z5reU544g_SzPg,35549,561,https://www.youtube.com/watch?v=mwZJ8FVsfGQ,True
라운드랩 선크림,No Ads❌ A Cosmetic Researcher’s Sunscreen Rankings,Kook연주,https://www.youtube.com/channel/UCSaEL-LEI41oepK5V5EXb2Q,26619,1437,https://www.youtube.com/watch?v=TSLeyMxudVM,False
라운드랩 선크림,"(*Eng) 2022 선크림 1위는?🥇 성분, 기능, 사용감 좋은 선블록 추천 (SPF, PA지수 확인) |Best Sunscreens🌞",디렉터 파이,https://www.youtube.com/channel/UCqrNqg3UgVoD3Sa-F_TxuSA,981392,975,https://www.youtube.com/watch?v=L4CCM-5ve-w,False
라운드랩 선크림,Why did I find out now? 🫢 Awesome summer lifestyle quality improvement item recommendation 🧊 ㅣRou...,뷰티트레이너 쭈언니,https://www.youtube.com/channel/UCGr3FB8OwSwNwk2FEpCGxPQ,31896,989,https://www.youtube.com/watch?v=GA6FPqKmM74,False
라운드랩 선크림,"[SUB] From 10,000 won to 480,000 won.. ☀️2 Million Won Worth of Sunscreen☀️ My Own Money Review⎪2...",유리하다,https://www.youtube.com/channel/UCgDgtCXMcNZ51QZ16K3M5cQ,69462,1183,https://www.youtube.com/watch?v=obj7xGT6GvM,False
라운드랩 선크림,미백·노화방지? 선크림 6종 부당 광고 적발 (2025.06.27/뉴스투데이/MBC),MBCNEWS,https://www.youtube.com/channel/UCF4Wxdo3inmxP-Y59wXDsFw,15059,101,https://www.youtube.com/watch?v=4I3BqvPx7Cw,False
라운드랩 선크림,트러블 잦은 피부에 좋은 인생 선크림? 피부과 전문의가 털어온 올리브영 선 크림 TOP5 공개합니다.ㅣ 손현호의 베스트피부,손현호의 베스트피부,https://www.youtube.com/channel/UCAXfBEN6G-T1EEhfnOAXOwg,72768,631,https://www.youtube.com/watch?v=oCLG7k55Eq8,False
라운드랩 선크림,선크림 맹신자의 인생선크림 추천💙 꼭 발라야 하는 필수템❗️최대 52%할인+사은품 라운드랩 기획전 오픈이요😍 기름no! 수분 가득 선크림! 수부지의 픽은 찐입니다!,최모나choimona,https://www.youtube.com/channel/UCZlTEEKh3ounqVfpf21WMeQ,65374,384,https://www.youtube.com/watch?v=1s0psL9ylUY,True
라운드랩 선크림,"올리브영 1위, 대체불가 자작나무 수분 선크림",라운드랩 ROUNDLAB,https://www.youtube.com/channel/UCH-GEdKDs-xWJnySXxXqFRA,1473,23,https://www.youtube.com/watch?v=AXnmAOP4jPg,False
라운드랩 선크림,[SUB] 2026 선크림 왕중왕전🔥 결국 1등은 이겁니다! (22개 비교) 2026 Sunscreen Showdown🔥 The Ultimate Winner Is This One!,소살 Sora Salon,https://www.youtube.com/channel/UCPkgjWwYOiMKqNJpwdA8lPA,317629,1036,https://www.youtube.com/watch?v=bDX4hpxXlYc,False
라운드랩 선크림,"(광고 ❌) 의사가 직접 써보고 고른 피부 좋아지는 선크림 5가지! ""올리브영에서 보이면 무조건 사세요"" | 내돈내산 선크림 리뷰",닥터블랑_예뻐지는비결,https://www.youtube.com/channel/UCXFd79l1HUumoM6spU4D1Cw,774695,1217,https://www.youtube.com/watch?v=9eKeRX-gmO8,False
라운드랩 선크림,돈 낭비 막아드립니다...광기의 선크림 40개 리뷰,뷰드름 유튜버 인씨,https://www.youtube.com/channel/UCrlUlicedicJ5mlibqC62Eg,137743,4147,https://www.youtube.com/watch?v=D8zDRL_QYFc,False
조선미녀 선크림,"조선미녀선크림 추천, 최신 인기제품~! 가성비 TOP5",어린왕자,https://www.youtube.com/channel/UCzpxHsFsq10TnArew93XZpg,346,54,https://www.youtube.com/watch?v=4kQ397TI-as,False
조선미녀 선크림,"[SUB] From 10,000 won to 480,000 won.. ☀️2 Million Won Worth of Sunscreen☀️ My Own Money Review⎪2...",유리하다,https://www.youtube.com/channel/UCgDgtCXMcNZ51QZ16K3M5cQ,69462,1183,https://www.youtube.com/watch?v=obj7xGT6GvM,False
조선미녀 선크림,Amazon’s Best Selling K-Sunscreen Review: Beauty of Joseon vs Round Lab Comparison 🌎,로지의 성분로드,https://www.youtube.com/channel/UCWkfOsqkROkVILnCwDcmdNw,17262,267,https://www.youtube.com/watch?v=Tmi2qSG2DZ8,False
조선미녀 선크림,"(Eng) 2026 선크림 1위는?🥇48종 비교 추천 🔥더마, 무기, 유기, 톤업 최고의 제품은?  성분, 기기 측정 결과 I Best Sunscreens by Directorpi",디렉터 파이,https://www.youtube.com/channel/UCqrNqg3UgVoD3Sa-F_TxuSA,157668,1522,https://www.youtube.com/watch?v=_AQnAKA1w7o,False
조선미녀 선크림,"(*Eng) ""미국 친구들이 사 오래요"" K뷰티 인기 이유, 한국은 잘 모르는 1위 제품?! by 디렉터파이",디렉터 파이,https://www.youtube.com/channel/UCqrNqg3UgVoD3Sa-F_TxuSA,76470,1163,https://www.youtube.com/watch?v=8Q2i5_24YP4,False
조선미녀 선크림,"누구나 반할 조선미녀 맑은쌀 선크림, 두 가지 용량 비교해보자#썬크림 #자외선차단제 #SPF50 #K뷰티",다올인생만물상TV,https://www.youtube.com/channel/UCowINUGml8Wzd2xiQ9tYAAA,352,104,https://www.youtube.com/watch?v=Uiw3R3Pguuc,False
조선미녀 선크림,"(광고❌) 의사가 직접 써보고 고른 피부 좋아지는 선크림 5가지❗ │ 선크림추천, 자외선차단제, 광노화, 피부관리, 스킨케어",숏닥터 Short Doctor,https://www.youtube.com/channel/UCJT4XXjfaxSPxTe2Ui95zTQ,21807,550,https://www.youtube.com/watch?v=TLtey5yHCM8,False
조선미녀 선크림,돈 낭비 막아드립니다...광기의 선크림 40개 리뷰,뷰드름 유튜버 인씨,https://www.youtube.com/channel/UCrlUlicedicJ5mlibqC62Eg,137743,4147,https://www.youtube.com/watch?v=D8zDRL_QYFc,False
조선미녀 선크림,"틱톡에서 유우명한 올리브영 해외대란템? : 조선미녀 선크림, 니들리패드, 달바 미스트, 넘버즈인 세럼 등",유리아YuRia,https://www.youtube.com/channel/UC00DJ04oplqj4IUUB5vSwZw,123345,850,https://www.youtube.com/watch?v=cIrgIUXbhL8,False
